"","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","cluster","br.region.prop.total.population","br.polygon","ab.unit"
"22","D",2013-08-25 23:22:45,2013-08-29 09:20:27,-65.8820445,-66.014189,-66.014189,43.4367935,43.408825,43.408825,1,3.41506944444444,"Breeding","","2740-02250",NA,"Setophaga","2013-08-25","1:45:00","2014-04-15","","2013-08-25","2014-04-15","2013-07-01","HY","Juvenile",72,12.1,"Female","striata","harness",43.408825,-66.014189,NA,NA,"captured and released on Seal Island, NS, Canada","removal","none","Nova Scotia, Canada","Breeding","Migrate Technology Ltd Intigeo-W50 (0.45 g including harness) geolocators","Seal Island","Migrate Technology Ltd","0.45","Intigeo-W50","tag-retrieval","F579","Deluca et al. 2015","Yes ",300,NA,4.47620533307393,"South","Yes","Yes",91.8640226746635,91,0.185,1000,20,3,1,0.92,250,14,FALSE,"No","Eastern",TRUE,FALSE,-65.8820445,43.4367935,2013-11-10,2014-04-15,2014,"2014-03-20","No",2013-09-01,2013-10-17,NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2013-10-10 21:51:37,NA,NA,0,24,0.546260570684323,"Eastern Region",0.0287505563518065
"23","E",2013-06-19 00:56:15.53671,2013-08-28 23:48:01.749469,-72.815699,-72.815699,-72.815699,44.528354,44.528359,44.528359,1,70.9526182032376,"Breeding","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08","","2013-06-18","2014-07-08","2012-07-01","Adult","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.3844188453649,91.5,0.255,1000,20,3,1,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,2013-11-10,2014-04-28,2014,"2014-03-20","No",2013-07-01,2013-08-20,"2014-05-25","2014-06-10",0,NA,2014-05-14,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2013-10-18 22:03:11.493846,2014-05-14 00:38:08.691611,NA,0,20,0.546260570684323,"Eastern Region",0.0287505563518065
"24","V7638_001",2018-06-27 09:01:16.389756,2018-06-28 09:02:09.87515,-149.416795,-149.4133,-149.4133,63.722625,63.72697,63.72697,1,1.00061904391481,"Breeding","","1780-53957",NA,"Setophaga","2018-06-12","","2019-07-08","","","","","AHY","Adult",NA,NA,"Male","Striata","",63.72697,-149.4133,63.72709,-149.41327,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.4762539111131,91.25,0.14,1000,20,3,1,0.71,250,14,FALSE,"No","Western",FALSE,TRUE,-149.416795,63.722625,2018-11-03,2019-04-27,2019,"2019-03-19","Yes",2018-07-25,2018-08-25,NA,NA,0,2018-09-01,2019-05-22,"","","","",NA,"","","","","","Northwestern Region","Breeding",0,0,2018-08-31 15:11:51.360836,2019-05-22 07:34:37.84921,NA,0,19,0.0764651862308015,"Northwestern Region",0.0069513805664365
"25","V7638_005",2018-06-28 08:24:57,2018-06-29 08:02:56,-149.416795,-149.41446,-149.41446,63.722625,63.72635,63.72635,1,0.984710648148148,"Breeding","","1760-53518",NA,"Setophaga","2018-06-14","","2019-07-08","","","","","AHY","Adult",NA,NA,"Male","Striata","",63.72635,-149.41446,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.699467413705,92,0.16,1000,20,3,1,0.63,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,2018-11-10,2019-04-20,2019,"2019-03-19","Yes",2018-07-25,2018-08-20,NA,NA,4,2018-08-22,2019-05-22,"","","","",NA,"","","","","","Northwestern Region","Breeding",0,0,2018-08-25 14:36:20,2019-06-10 08:40:18,NA,0,19,0.0764651862308015,"Northwestern Region",0.0069513805664365
"26","V7638_009",2018-07-07 00:02:43.001945,2018-07-08 08:16:05.005833,-149.416795,-149.42673,-149.42673,63.722625,63.72141,63.72141,1,1.34261578575053,"Breeding","","1760-53502",NA,"Setophaga","2018-07-07","","2019-07-10","","","","","AHY","Adult",NA,NA,"Male","Striata","",63.72141,-149.42673,63.72145,-149.4257,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.7687385505736,92.75,0.12,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,2018-10-27,2019-04-26,2019,"2019-03-19","Yes",2018-07-25,2018-08-22,NA,NA,2.5,2018-08-23,2019-05-23,"","","","",NA,"","","","","","Northwestern Region","Breeding",0,0,2018-08-27 14:13:51.202226,2019-05-22 07:50:42.242522,NA,0,19,0.0764651862308015,"Northwestern Region",0.0069513805664365
"27","V7638_010",2018-07-04 07:53:16.421229,2018-08-20 06:25:16.016729,-149.416795,-149.40282,-149.40282,63.722625,63.717,63.717,1,46.9388842071841,"Breeding","","2850-21906",NA,"Setophaga","2018-07-03","","2019-07-08","","","","","AHY","Adult",NA,NA,"Male","Striata","",63.717,-149.40282,63.72733,-149.41238,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"South and partial North","Yes","No",91.5976866669376,93.5,0.13,1000,20,3,1,0.83,250,14,TRUE,"No","Western",FALSE,TRUE,-149.416795,63.722625,2018-10-26,2019-04-27,2019,"2019-03-19","No",2018-07-25,2018-08-24,NA,NA,4,2018-08-26,NA,"","","","",NA,"","","","","","Northwestern Region","Breeding",0,0,2018-08-26 13:47:50.492703,NA,NA,0,19,0.0764651862308015,"Northwestern Region",0.0069513805664365
"28","V7638_011",2018-07-12 08:14:00,2018-08-21 05:12:30,-149.416795,-149.41913,-149.41913,63.722625,63.72384,63.72384,1,39.8739583333333,"Breeding","","1760-53590",NA,"Setophaga","2018-07-12","","2019-07-08","","","","","AHY","Adult",NA,NA,"Male","Striata","",63.72384,-149.41913,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",91.3570250233738,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,2018-10-11,2019-04-26,2019,"2019-03-19","Yes",2018-07-25,2018-08-25,NA,NA,3.5,2018-08-22,2019-05-22,"","","","",NA,"","","","","","Northwestern Region","Breeding",0,0,2018-08-21 13:51:22.5,2019-05-21 07:06:00,NA,0,19,0.0764651862308015,"Northwestern Region",0.0069513805664365
"29","V8296_004",2019-07-11 00:54:46,2019-08-16 09:26:46,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,1,36.3555555555556,"Breeding","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?","","2019-07-10","","","SY","Adult",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-04,2020-04-18,2020,"2020-03-19","No",2019-07-17,2019-09-10,NA,NA,0,2019-09-10,2020-05-27,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-09-20 22:57:26,2020-05-26 00:50:16,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"30","V8296_005",2019-06-19 01:18:52,2019-08-24 09:41:28,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,1,66.3490277777778,"Breeding","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?","","2019-06-18","","","SY","Adult",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.3385275687174,93,0.085,1000,20,3,1,0.8,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-10-11,2020-04-01,2020,"2020-03-19","No",2019-07-01,2019-08-20,NA,NA,0,2019-09-09,2020-05-27,"","","","",NA,"2019-09-28","2019-10-01","2019-10-08","2019-10-09","good","Eastern Region","Breeding",0,0,2019-09-06 23:30:32,2020-05-27 08:51:32,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"31","V8296_006",2019-07-09 00:45:39,2019-08-14 09:28:02,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,1,36.3627662037037,"Breeding","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?","","2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.4063978938388,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-13,2020-05-04,2020,"2020-03-19","No",2019-07-17,2019-09-10,NA,NA,0,2019-09-21,2020-05-28,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-09-27 10:35:12,2020-05-28 00:40:57,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"32","V8296_007",2019-07-09 01:03:06,2019-07-10 01:08:06,-71.08716,-71.0869,-71.0869,47.38339,47.38746,47.38746,1,1.00347222222222,"Breeding","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?","","2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.9078259433251,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-12,2020-04-30,2020,"2020-03-19","No",2019-07-10,2019-09-10,NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-08-26 09:43:36,NA,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"33","V8296_008",2019-06-22 01:01:17,2019-08-04 00:35:17,-71.08716,-71.08481,-71.08481,47.38339,47.3895,47.3895,1,42.9819444444444,"Breeding","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?","","2019-06-21","","","AHY","Adult",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.2131344795227,"South and partial North","Yes","Yes",93.1486870715355,93,0.1,1000,20,3,1,0.9,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-07,2020-04-11,2020,"2020-03-19","No",2019-07-01,2019-09-15,NA,NA,0,2019-08-05,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-09-20 23:13:02,NA,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"34","V8296_015",2019-06-19 01:04:41,2019-08-01 09:07:56,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,1,43.3355902777778,"Breeding","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?","","2019-06-18","","","SY","Adult",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.3128275314967,"South","Yes","Yes",92.6607078625196,94.25,0.15,1000,20,3,1,0.86,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-18,NA,2020,"2020-03-19","No",2019-07-17,2019-09-10,NA,NA,0,2019-07-16,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-09-19 23:07:30,NA,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"35","V8296_017",2019-07-12 00:45:20,2019-08-13 00:22:00,-71.08716,-71.08777,-71.08777,47.38339,47.38355,47.38355,1,31.9837962962963,"Breeding","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27","","2019-07-11","","","ASY","Adult",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.494421128432,"Both","Yes","Yes",92.5417575980854,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-09-25,2020-05-03,2020,"2020-03-19","No",2019-07-17,2019-09-29,NA,NA,0,NA,NA,"","","","",NA,"2019-10-05","2019-10-07","2019-10-11","2019-10-12","good ","Eastern Region","Breeding",0,0,2019-09-13 23:13:00,2020-05-26 00:20:00,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"36","V8296_021",2019-07-09 00:45:45,2019-07-10 01:03:41,-71.08716,-71.08271,-71.08271,47.38339,47.39119,47.39119,1,1.0124537037037,"Breeding","","2920-25328",NA,"Setophaga","2019-07-09","6:45","?","","2019-07-09","","","ASY","Adult",72,11.8,"Male","striata","harness",47.39119,-71.08271,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.200414164861,"South","Yes","Yes",92.3495999410392,94,0.11,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-10-09,NA,2020,"2020-03-19","No",2019-07-16,2019-08-31,NA,NA,0,NA,NA,"","","","",NA,"2019-09-29","2019-10-02","2019-10-07","2019-10-08","poor ","Eastern Region","Breeding",0,0,2019-09-25 10:22:47,NA,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"37","V8296_025",2019-06-18 00:59:07,2019-06-19 01:07:52,-71.08716,-71.09769,-71.09769,47.38339,47.37864,47.37864,1,1.00607638888889,"Breeding","","2920-25302",NA,"Setophaga","2019-06-17","5:45","?","","2019-06-17","","","SY","Adult",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.787264808019,"South","Yes","Yes",93.2755408182707,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-10-17,NA,2020,"2020-03-19","No",2019-06-20,2019-08-10,NA,NA,0,NA,NA,"","","","",NA,"2019-10-03","2019-10-06","2019-10-16","2019-10-17","good ","Eastern Region","Breeding",0,0,2019-09-28 10:14:52,NA,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"38","V8296_026",2019-07-09 23:50:34,2019-07-11 00:58:33,-71.08716,-71.08306,-71.08306,47.38339,47.3811,47.3811,1,1.04721064814815,"Breeding","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?","","2019-07-10","","","ASY","Adult",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.3807499726613,"Both","Yes","Yes",91.8750422138381,93,0.12,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,2019-10-02,2020-05-07,2020,"2020-03-19","No",2019-07-20,2019-09-15,NA,NA,0,NA,2020-05-26,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2019-09-19 22:59:07,2020-05-26 00:45:07,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"39","V8757_010",2019-06-17 06:41:54,2019-07-08 10:59:24,-129.8574554,-129.8574554,-129.8574554,58.16343635,58.16343635,58.16343635,1,21.1788194444444,"Breeding","","2920-25502",NA,"Setophaga","2019-06-16","15:30:00","","","2019-07-16","","","SY","Adult",77,12.3,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,4.30142350143857,"Both","Yes","Yes",93.9581161922975,94,0.18,1000,20,3,2,0.76,150,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,2019-11-11,2020-04-21,2020,"2020-03-19","No",2019-06-25,2019-08-15,NA,NA,1,2019-08-30,2020-05-28,"","","","",NA,"","","","","","Western Region","Breeding",0,0,2019-08-30 13:13:14,2020-05-28 06:15:54,NA,0,17,0.0435564024142222,"Western Region",0.00544455030177777
"40","V8757_018",2019-07-12 00:39:42,2019-08-07 09:15:30,-71.08716,-71.08742,-71.08742,47.38339,47.38517,47.38517,1,26.3581944444444,"Breeding","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?","","2019-07-11","2020-06-03","","AHY","Adult",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.7137432257334,"Both","Yes","Yes",92.2108844479638,90.75,0.05,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-10-06,2020-04-26,2020,"2020-03-19","No",2019-07-15,2019-08-30,"2020-06-01","2020-06-15",0,2019-09-14,2020-05-22,"","","","",NA,"2019-09-26","2019-09-28","2019-10-02","2019-10-03","good","Eastern Region","Breeding",0,0,2019-09-14 10:10:45,2020-05-22 00:40:30,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"41","V8757_019",2019-06-22 05:58:05.387805,2019-06-23 05:18:05.387805,-129.8574554,-129.8574554,-129.8574554,58.16343635,58.16343635,58.16343635,1,0.972222222222222,"Breeding","","2920-25510",NA,"Setophaga","2019-06-21","SY","","","2019-07-10","2020-06-20","","ASY","Adult",74,13.2,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,3.99850338743793,"Both","Yes","Yes",91.5889590847884,92.75,0.12,1000,20,3,1,0.83,250,14,FALSE,"","Western",FALSE,FALSE,-129.8574554,58.16343635,2019-10-19,2020-04-27,2020,"2020-03-19","No",2019-07-15,2019-08-28,NA,NA,0,2019-09-01,2020-06-06,"","","","",NA,"","","","","","Western Region","Breeding",0,0,2019-09-01 13:16:35.387805,2020-06-09 05:46:05.387805,NA,0,17,0.0435564024142222,"Western Region",0.00544455030177777
"42","V8757_029",2019-06-21 06:19:21,2019-06-22 05:20:41,-129.8574554,-129.8574554,-129.8574554,58.16343635,58.16343635,58.16343635,1,0.959259259259259,"Breeding","","2920-25508",NA,"Setophaga","2019-06-29","","","","2019-06-21","2020-06-09","","SY","Adult",72,12.5,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,3.98550504267216,"Both","Yes","Yes",91.6685760688624,93.25,0.15,1000,20,3,1,0.76,250,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,2019-10-26,2020-04-24,2020,"2020-03-19","No",2019-06-28,2019-08-15,"2020-06-10","2020-06-15",1,2019-09-01,2020-06-01,"","","","",NA,"","","","","","Western Region","Breeding",0,0,2019-09-01 13:21:49,2020-06-01 06:11:21,NA,0,17,0.0435564024142222,"Western Region",0.00544455030177777
"43","V8757_055",2019-07-16 06:19:57,2019-07-17 05:45:57,-114.420252,-114.420252,-114.420252,62.432741,62.432741,62.432741,1,0.976388888888889,"Breeding","","2920-25204",NA,"Setophaga","2019-06-27","","?","","2019-06-27","","","SY","Adult",75,13,"Male","striata","harness",62.432741,-114.420252,NA,NA,"","","","Northwest territories ","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,-5.46610871076584,"Both","Yes","Yes",97.6201927763218,91.75,0.18,1000,20,3,1,0.8,250,14,FALSE,"Yes","Central",FALSE,FALSE,-114.420252,62.432741,2012-11-05,2013-05-13,2020,"2020-03-19","No",2019-08-03,2019-09-03,NA,NA,3.5,2012-09-12,2013-06-20,"","","","",NA,"","","","","","Central Region","Breeding",0,0,2012-09-12 11:35:17,2013-06-30 05:55:57,NA,7,23,0.333717840670653,"Central Region",0.0417147300838317
"44","V8757_078",2019-06-18 01:00:37,2019-09-18 23:12:15,-71.08716,-71.09769,-71.09769,47.38339,47.37864,47.37864,1,92.9247453703704,"Breeding","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?","","2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.248160413901,"Both","Yes","Yes",92.7221890086026,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,2019-10-09,2020-04-28,2020,"2020-03-19","No",2019-07-01,2019-09-20,"2020-06-05","2020-06-15",0,NA,2020-05-28,"","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","Eastern Region","Breeding",0,0,2019-09-21 10:15:30,2020-05-28 01:00:09,NA,0,25,0.546260570684323,"Eastern Region",0.0287505563518065
"45","V8757_096",2019-07-12 23:47:16.333067,2019-08-08 07:38:40.752342,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,26.3273659638371,"Breeding","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","","","2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.9209184132682,"Both","Yes","Yes",97.6808408221705,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,2012-11-19,2013-05-23,2020,"2020-03-19","No",2019-07-20,2019-09-20,"2013-06-20","2013-07-07",0,2012-08-30,2013-06-17,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2012-10-03 22:06:52.932191,2013-06-16 00:09:41.435524,NA,7,21,0.546260570684323,"Eastern Region",0.0287505563518065
"46","V8757_134",2019-07-12 23:56:36,2019-07-14 00:19:06,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,1.015625,"Breeding","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","","","2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.44360800637139,"Both","Yes","Yes",97.137036650156,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,2012-10-21,2013-05-13,2020,"2020-03-19","No",2019-07-20,2019-09-20,"2013-06-20","2013-07-02",0,2012-09-29,2013-06-15,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,2012-09-30 22:07:11,2013-06-14 07:39:06,NA,7,21,0.546260570684323,"Eastern Region",0.0287505563518065
